id,z_2017_1055Sites,zbar_2017_1055Sites,x_2017_1055Sites,gamma_1055Sites,theta_1055Sites,d_theta_winsorized_2017,d_theta_winsorized_2006,pasture_area_2017,siteArea_ha_1055Sites,amazonBiomeArea_ha_1055Sites,forestArea_2017_ha_1055Sites,otherArea_2017_ha_1055Sites,forestArea_1995_ha_1055Sites,otherArea_1995_ha_1055Sites,z_1995_1055Sites,zbar_1995_1055Sites,gamma2010_1055Sites,gamma2017_1055Sites,gamma2018_1055Sites,gammaSD_1055Sites,alpha_1055Sites,kappa_1055Sites,zeta_1055Sites,zeta_alt_1055Sites,theta2017_1055Sites,theta2006_1055Sites,thetaSD_1055Sites,p_2017_1055Sites
1,38.92411804058065,6637.497447212678,3200644.1031050454,485.0509259259259,0.638332407432548,0,0,815.6575925359454,450923,37748.82375163585,6598.573329172097,31275.66445490718,6395.936333928257,31486.49518765509,31.7984206608744,6427.734754589132,438.41666666666663,516.2361111111111,500.5,41.14573976391925,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.9105471750052562,0.36611763985983986,0.3849698161795637,44.758760469833035
2,1521.9597592875361,191434.0668007955,103935244.5540036,547.2807720009504,1.0742913129376326,0,0,8555.8881590058,450923,400531.41104108095,189912.10704150796,209349.05169045925,185404.48052960634,211219.45632094145,4159.090930476785,189563.57146008313,531.906492248062,557.4018199233716,552.5340038314176,13.535149308977976,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,2.14070328293397,0.007879342941295341,1.50813427104583,44.758760469833035
3,43.46674909486319,12264.571330791776,6696712.677266882,547.9629629629629,1.0759959063974582,0,1,252.48160695191868,450923,15327.284074641764,12221.104581696913,3159.979268509429,12181.556601161137,3109.0305658737198,139.12923026573844,12320.685831426876,587.0526315789473,512.9473684210526,543.8888888888888,37.220237325895546,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,2.147493463181979,0.00449834961293779,1.5153263768543044,44.758760469833035
4,28.348456095894562,66791.55021990648,38634004.24689754,578.672131147541,0.009565399189304612,1,1,5526.000356975169,451302.09375,66665.23305282556,66763.20176381059,140.49423549036965,66886.6713913288,22.46481472933931,22.910546255324334,66909.58193758412,563.0036429872495,586.0555555555555,586.9571948998179,13.576795619684216,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.014632448765671435,0.00449834961293779,0.007165890232114806,44.758760469833035
5,10.43009308063779,11699.80023279072,7023447.020377167,600.8405017921147,0.009565399189304612,1,1,1159.8015378963955,451302.09375,11767.016967217089,11689.370139710081,124.71538051618609,11809.093983866216,9.003755481140615,6.596810987217566,11815.690794853434,544.1451612903226,624.4569892473118,633.9193548387096,49.32702420181992,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.014632448765671435,0.004498349612937791,0.007165890232114806,44.758760469833035
6,0.713168748441479,8153.747743176025,4968500.789739651,609.4050925925926,0.009565399189304612,1,1,674.9281583985897,451302.09375,8100.972725019325,8153.034574427584,0,8152.231786476332,1.5154835968515314,0,8152.231786476332,597.6666666666666,606.0694444444445,624.4791666666666,13.713950943790158,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.014632448765671435,0.00449834961293779,0.007165890232114806,44.758760469833035
7,6.775103187154713,62601.06120844182,35211829.970980205,562.5406432748538,0.009565399189304612,1,1,5397.205269654665,451302.09375,62406.277370149735,62594.286105254665,2.9418210937344895,62581.89206802612,11.49984628026067,10.964969269992366,62592.85703729611,521.7184210526316,585.6631578947369,580.2403508771929,35.45690453716666,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.014632448765671435,0.00449834961293779,0.007165890232114806,44.758760469833035
8,2111.157673890164,181049.64985315636,99107235.37859543,553.8620236014211,0.044098577399386635,0,0,14889.387558085584,451302.09375,204889.89800482336,178938.49217926618,24104.65729141538,180359.48233361542,24281.344614868518,512.2334579933304,180871.71579160876,514.6433727034121,574.1899148657498,572.7527832351014,33.9719482886378,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.060527446229824464,0.0276697085689488,0.02323392911445379,44.758760469833035
9,14752.875370324356,110119.84727615188,46364073.75117409,486.1648936170212,0.5414382428918583,0,0,8496.112526616625,451302.09375,397333.57336119376,95366.97190582752,287353.95758873597,99618.70501878904,288096.3624362033,9758.465891038708,109377.17090982775,476.8129432624113,490.7969858156028,490.88475177304963,8.099145466784655,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.6905396083220118,0.39233687746170476,0.21086117315967004,44.758760469833035
10,1955.3304380886548,17351.66346827199,5928578.62400849,385.0643274853801,0.7890727067281436,0,0,9872.85842403073,451302.09375,435572.789496107,15396.333030183334,418316.17401972413,16434.706881424994,418020.7346038129,1212.29775580344,17647.004637228434,431.31578947368416,360.2017543859649,363.6754385964912,40.09257939494874,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,1.5452202245605304,0.03292518889575672,1.0693540748733132,44.758760469833035
