amazonBiomeArea_ha_global,forestArea_2017_ha_global,z_2017_global,otherArea_2017_ha_global,zbar_2017_global,gamma2010_global,gamma2017_global,gamma2018_global,gamma_global,gammaSD_global,a_global,kappa_global,zeta_global,zeta_alt_global,x_2017_global,theta2017_global,theta2006_global,theta_global,thetaSD_global,p_2017_global
421544127.5251666,337077211.6909363,57279417.71418145,27217288.712917242,394356629.40511775,566.1535021812302,592.7403483566396,590.8004327159654,583.2314277512784,14.821689326973228,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,196594023436.92468,2.058096331756187,2.3340662559423775,2.196081293849282,0.19514020479559277,44.758760469833035
